상품코드,모델명,가격,인치,해상도,주사율,패널
106712021,GIGABYTE GS27F2 FHD 게이밍 240,189000,27인치,FHD(1920 x 1080),240Hz,SS IPS
106709525,이노스 27QLS120M QHD IPS USB-C HDR 게이밍 멀티스탠드,166000,27인치,QHD(2560 x 1440),120Hz,Nano-IPS Black
106703984,필립스 에브니아 27M2N6501L QHD OLED 240 지싱크 HDR 멀티스탠드 게이밍 화이트 무결점,579000,27인치,QHD(2560 x 1440),240Hz,QD-OLED
106702052,알파스캔 AOC Q27G40ZDF 게이밍 OLED 240 QHD 지싱크 AI HDR 무결점,536540,27인치,QHD(2560 x 1440),240Hz,QD-OLED
106701983,픽셀아트 PIXELART PA2722F Fast IPS 리얼 200 게이밍 무결점,164000,27인치,FHD(1920 x 1080),200Hz,Fast IPS
106701968,픽셀아트 PIXELART PA2722F Fast IPS 리얼 200 게이밍,159000,27인치,FHD(1920 x 1080),200Hz,Fast IPS
106694264,MSI MAG 272F700 X24 Rapid IPS 게이밍 FHD 240 AI Vision 무결점,185300,27인치,FHD(1920 x 1080),240Hz,Rapid IPS
106694246,MSI MAG 272F800 X24 Rapid IPS 게이밍 FHD 240 AI Vision 무결점,185300,27인치,FHD(1920 x 1080),240Hz,Rapid IPS
106694213,MSI MAG 272F900 X24 Rapid IPS 게이밍 FHD 240 AI Vision 무결점,185290,27인치,FHD(1920 x 1080),240Hz,Rapid IPS
106694105,MSI MAG 274QRFW E20 700 IPS 게이밍 WQHD 200 AI Vision 피벗 화이트 무결점,230390,27인치,QHD(2560 x 1440),200Hz,Rapid IPS
106694072,MSI MAG 274QRFW E20 800 IPS 게이밍 WQHD 200 AI Vision 피벗 화이트 무결점,230500,27인치,QHD(2560 x 1440),200Hz,Rapid IPS
106693919,한성컴퓨터 TFG27Q50FLMW QD-OLED QHD 500 게이밍 화이트 무결점,863970,27인치,QHD(2560 x 1440),500Hz,QD-OLED
106693916,한성컴퓨터 TFG27Q50FLMW QD-OLED QHD 500 게이밍 화이트,836070,27인치,QHD(2560 x 1440),500Hz,QD-OLED
106693871,한성컴퓨터 TFG27Q24FLMW QD-OLED QHD 240 게이밍 화이트 무결점,538470,27인치,QHD(2560 x 1440),240Hz,QD-OLED
106693865,한성컴퓨터 TFG27Q24FLMW QD-OLED QHD 240 게이밍 화이트,510570,27인치,QHD(2560 x 1440),240Hz,QD-OLED
106692854,알파스캔 AOC 25G4K 게이밍 420 FAST IPS 프리싱크 AI HDR 400 멀티스탠드 무결점,314210,24인치,FHD(1920 x 1080),420Hz,Fast IPS
106689344,쓰리윈즈 인터픽셀 IPQ2730 QHD IPS 120 게이밍 화이트 무결점,199000,27인치,QHD(2560 x 1440),120Hz,Nano-IPS
106689338,쓰리윈즈 인터픽셀 IPQ2730 QHD IPS 120 게이밍 화이트 일반,189000,27인치,QHD(2560 x 1440),120Hz,Nano-IPS
106688045,앱코 하이퍼뷰 QD-TN24F300 퀀텀닷 FAST-TN FHD HDR 무결점,239000,5인치,FHD(1920 x 1080),300Hz,Fast TN
106688015,앱코 하이퍼뷰 QD-TN24F300 퀀텀닷 FAST-TN FHD HDR,249000,5인치,FHD(1920 x 1080),300Hz,Fast TN
106553057,레노버 LEGION Pro 27UD-10 4K UHD 240 QD-OLED C타입 PD15 피벗 68CEGACBKR,1066030,27인치,4K UHD(3840 x 2160),240Hz,QD-OLED
106539554,레노버 LEGION Pro 32UD-10 4K UHD 240 QD-OLED C타입 PD15 68CEGACBKR,1199000,5인치,4K UHD(3840 x 2160),240Hz,QD-OLED
106456541,픽셀리스 X3204QHD75 QHD IPS 75 게이밍 무결점,182400,32인치,QHD(2560 x 1440),75Hz,IPS
106454921,픽셀리스 X3204QHD75 QHD IPS 75 게이밍 일반,179550,32인치,QHD(2560 x 1440),75Hz,IPS
106450454,픽셀리스 X3200 HDMI FHD IPS 75 게이밍 무결점,144400,32인치,FHD(1920 x 1080),75Hz,IPS
106449146,픽셀리스 X3200 HDMI FHD IPS 75 게이밍 일반,140600,32인치,FHD(1920 x 1080),75Hz,IPS
106439654,픽셀리스 X2705QHD120 QHD IPS 120 게이밍 무결점,137750,27인치,QHD(2560 x 1440),120Hz,IPS
106437743,픽셀리스 X2705QHD120 QHD IPS 120 게이밍 일반,133000,27인치,QHD(2560 x 1440),120Hz,IPS
106431344,픽셀리스 X2703QHD 75 QHD IPS 100 게이밍 무결점,129200,27인치,QHD(2560 x 1440),100Hz,IPS
106430618,픽셀리스 X2703QHD 75 QHD IPS 100 게이밍 일반,125400,27인치,QHD(2560 x 1440),100Hz,IPS
106416350,픽셀리스 X2703 HDMI FHD IPS 100 게이밍 무결점,111900,27인치,FHD(1920 x 1080),100Hz,IPS
106415417,픽셀리스 X2703 HDMI FHD IPS 100 게이밍 일반,110900,27인치,FHD(1920 x 1080),100Hz,IPS
106222295,ASUS ZenScreen MB16NCG,298000,16인치,WQXGA(2560 x 1600),155Hz,IPS
106222175,주연테크 X27QF180 QHD IPS 프리싱크 AI HDR 무결점,163930,27인치,QHD(2560 x 1440),180Hz,Fast IPS
106222169,주연테크 X27QF180 QHD IPS 프리싱크 AI HDR,163930,27인치,QHD(2560 x 1440),180Hz,Fast IPS
106047575,큐닉스그룹 큐닉스 QX27B 300 FAST MULTI 무결점,249000,27인치,FHD(1920 x 1080),300Hz,Fast VA
106047446,큐닉스그룹 큐닉스 QX27B 300 FAST MULTI,249000,27인치,FHD(1920 x 1080),300Hz,Fast VA
106036370,이노스 27QLS120M QHD IPS USB-C HDR 게이밍 멀티스탠드 무결점,169000,27인치,QHD(2560 x 1440),120Hz,Nano-IPS
105969080,픽셀아트 PIXELART X2726WM 화이트 Fast-IPS 게이밍 260 HDR 멀티스탠드 무결점,209000,27인치,FHD(1920 x 1080),260Hz,Fast IPS
105969077,픽셀아트 PIXELART X2726WM 화이트 Fast-IPS 게이밍 260 HDR 멀티스탠드,209000,27인치,FHD(1920 x 1080),260Hz,Fast IPS
105969071,픽셀아트 PIXELART X2726W 화이트 Fast-IPS 게이밍 260 HDR 무결점,198800,27인치,FHD(1920 x 1080),260Hz,Fast IPS
105969068,픽셀아트 PIXELART X2726W 화이트 Fast-IPS 게이밍 260 HDR,189000,27인치,FHD(1920 x 1080),260Hz,Fast IPS
105968693,픽셀아트 PIXELART XQ2720WM 화이트 Fast-IPS QHD 게이밍 200 HDR 멀티스탠드 무결점,227000,27인치,QHD(2560 x 1440),200Hz,Fast IPS
105968690,픽셀아트 PIXELART XQ2720WM 화이트 Fast-IPS QHD 게이밍 200 HDR 멀티스탠드,229000,27인치,QHD(2560 x 1440),200Hz,Fast IPS
105968657,픽셀아트 PIXELART XQ2720W 화이트 Fast-IPS QHD 게이밍 200 HDR 무결점,218890,27인치,QHD(2560 x 1440),200Hz,Fast IPS
105968651,픽셀아트 PIXELART XQ2720W 화이트 Fast-IPS QHD 게이밍 200 HDR,208100,27인치,QHD(2560 x 1440),200Hz,Fast IPS
105964670,래안텍 PANTHEON CQA34C80SM 블랙 FastVA 180 UWQHD PD65 멀티스탠드,299000,34인치,Ultra WQHD(3440 x 1440),180Hz,Fast VA
105964664,래안텍 PANTHEON CQA34C80SM 블랙 FastVA 180 UWQHD PD65 멀티스탠드 무결점,319000,34인치,Ultra WQHD(3440 x 1440),180Hz,Fast VA
105964655,래안텍 PANTHEON CQA34C80SM 화이트 FastVA 180 UWQHD PD65 멀티스탠드 무결점,319000,34인치,Ultra WQHD(3440 x 1440),180Hz,Fast VA
105964643,래안텍 PANTHEON CQA34C80SM 화이트 FastVA 180 UWQHD PD65 멀티스탠드,299000,34인치,Ultra WQHD(3440 x 1440),180Hz,Fast VA
105816557,크로스오버 27QM168C QHD IPS USB-C 뉴패스트 Ai 멀티스탠드 무결점,179000,27인치,QHD(2560 x 1440),120Hz,IPS
105816536,크로스오버 27QM168C QHD IPS USB-C 뉴패스트 Ai 멀티스탠드,174000,27인치,QHD(2560 x 1440),120Hz,IPS
105816482,BenQ EW270Q 아이케어 (해외구매),423980,27인치,QHD(2560 x 1440),200Hz,IPS
105816233,BenQ EW270Q 아이케어 무결점,318990,27인치,QHD(2560 x 1440),200Hz,IPS
108229907,제이씨현 배틀G 퓨리 144 BG2451GF,99000,24인치,FHD(1920 x 1080),144Hz,IPS
105966995,제이씨현 배틀G 퓨리 144 BG2751GF,143100,27인치,FHD(1920 x 1080),144Hz,IPS
105684470,제이씨현 배틀G 퓨리 144 BG2751GF 무결점,134000,27인치,FHD(1920 x 1080),144Hz,IPS
105684467,제이씨현 배틀G 퓨리 144 BG2451GF 무결점,104000,24인치,FHD(1920 x 1080),144Hz,IPS
105683777,HP Series 5 Pro 527pf,275990,27인치,FHD(1920 x 1080),120Hz,IPS
105679130,프리플로우 Vuti40CW12PU WUHD Nano IPS Black 120 게이밍 무결점,649000,40인치,WUHD(5120 x 2160),120Hz,Nano-IPS Black
105679115,프리플로우 Vuti40CW12PU WUHD Nano IPS Black 120 게이밍,629000,40인치,WUHD(5120 x 2160),120Hz,Nano-IPS Black
105678953,프리플로우 Vuti24F36PQM QHD Fast IPS QD Mini LED 360 게이밍 무결점,449000,24인치,QHD(2560 x 1440),360Hz,Fast IPS
105678926,프리플로우 Vuti24F36PQM QHD Fast IPS QD Mini LED 360 게이밍,424000,24인치,QHD(2560 x 1440),360Hz,Fast IPS
105551462,큐빅스전자 큐빅스 CXG240H75,92150,24인치,FHD(1920 x 1080),100Hz,VA
105405341,크로스오버 24GAM199 IPS REAL BIZ N GAMING 무결점,114510,24인치,FHD(1920 x 1080),165Hz,IPS
105404729,크로스오버 24GAM199 IPS REAL BIZ N GAMING,111710,24인치,FHD(1920 x 1080),165Hz,IPS
105181940,주연테크 X24QF180 QHD IPS 프리싱크 AI HDR 무결점,138900,24인치,QHD(2560 x 1440),180Hz,Fast IPS
105181922,주연테크 X24QF180 QHD IPS 프리싱크 AI HDR,134000,24인치,QHD(2560 x 1440),180Hz,Fast IPS
105181694,크로스오버 24GAM195 IPS REAL BIZ N GAMING 무결점,106050,24인치,FHD(1920 x 1080),144Hz,IPS
105181685,크로스오버 24GAM195 IPS REAL BIZ N GAMING,107890,24인치,FHD(1920 x 1080),144Hz,IPS
104989010,MSI PRO MP243W E14-700 IPS 144 스피커내장 화이트 게이밍 무결점,108170,8인치,FHD(1920 x 1080),144Hz,IPS
104988992,MSI PRO MP243W E14-800 IPS 144 스피커내장 화이트 게이밍 무결점,101500,8인치,FHD(1920 x 1080),144Hz,IPS
104988983,MSI PRO MP243W E14-900 IPS 144 스피커내장 화이트 게이밍 무결점,108170,8인치,FHD(1920 x 1080),144Hz,IPS
104988914,MSI PRO MP165 E6 아이에르고 포터블 무결점,117030,6인치,FHD(1920 x 1080),60Hz,IPS
104988854,MSI PRO MP243L E14-700 IPS 144 시력보호 게이밍 무결점,101070,24인치,FHD(1920 x 1080),144Hz,IPS
104988818,MSI PRO MP243L E14-900 IPS 144 시력보호 게이밍 무결점,96420,24인치,FHD(1920 x 1080),144Hz,IPS
104967380,쓰리윈즈 인터픽셀 IPU3220 4K UHD IPS 100 화이트,319000,32인치,4K UHD(3840 x 2160),100Hz,IPS
104967377,쓰리윈즈 인터픽셀 IPU3220 4K UHD IPS 100 무결점 화이트,339000,32인치,4K UHD(3840 x 2160),100Hz,IPS
104966156,큐빅스전자 큐빅스 CXG200LED,68890,20인치,1600 x 900,75Hz,
104965919,큐빅스전자 큐빅스 QX340CV,230620,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
104965202,SKYWORTH H27G30Q,239000,27인치,QHD(2560 x 1440),180Hz,Fast IPS
104964659,DELL E1715S 터치스크린,269890,17인치,1280 x 1024,60Hz,TN
104947553,레노버 요가 Pro 27UD-10 QD-OLED 4K UHD 120 67E5RAC2KR,1699000,5인치,4K UHD(3840 x 2160),120Hz,QD-OLED
104940014,MSI PRO MP275PG E14 IPS 144 스피커내장 피벗 게이밍 (해외구매),328700,27인치,FHD(1920 x 1080),144Hz,IPS
104940002,MSI PRO MP275PG E14 IPS 144 스피커내장 피벗 게이밍 무결점,158700,27인치,FHD(1920 x 1080),144Hz,IPS
104626916,DELL UltraSharp U5226KW,4290000,52인치,6K(6144 x 2560),120Hz,IPS Black
104616374,MSI PRO MP273QW E14 게이밍 WQHD 144 스피커내장 화이트 (해외구매),225760,27인치,QHD(2560 x 1440),144Hz,IPS
104616371,MSI PRO MP273QW E14 게이밍 WQHD 144 스피커내장 화이트 무결점,185300,27인치,QHD(2560 x 1440),144Hz,IPS
104616365,SKYWORTH H27G30F (해외구매),223490,27인치,FHD(1920 x 1080),180Hz,Fast IPS
104616359,SKYWORTH H27G30F,199000,27인치,FHD(1920 x 1080),180Hz,Fast IPS
104615567,래안텍 EdgeArt QA3260K White Label IPS QHD 180 멀티스탠드 무결점,269000,32인치,QHD(2560 x 1440),180Hz,Fast IPS
104615534,래안텍 EdgeArt QA3260K White Label IPS QHD 180 멀티스탠드,269000,32인치,QHD(2560 x 1440),180Hz,Fast IPS
104615327,한성컴퓨터 TFG27F14PMW FHD IPS 144 게이밍 화이트 무결점,189000,27인치,FHD(1920 x 1080),144Hz,IPS
104615321,한성컴퓨터 TFG27F14PMW FHD IPS 144 게이밍 화이트,179000,27인치,FHD(1920 x 1080),144Hz,IPS
104615216,자비오씨엔씨 엑사비오 X3401CV QHD 무결점,262200,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
104615201,자비오씨엔씨 엑사비오 X3401CV QHD,262200,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
104615156,자비오씨엔씨 엑사비오 X3400CV QHD 무결점,265680,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
104615147,자비오씨엔씨 엑사비오 X3400CV QHD,270490,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
104595839,아이온코리아 BOSSWIZ BOS-2M140,338530,14인치,WUXGA(1920 x 1200),60Hz,IPS
104594357,MCOM E2700MFP,133000,27인치,FHD(1920 x 1080),60Hz,IPS
104591792,디엑스 DX340CV 무결점,235800,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
104591774,디엑스 DX340CV,234220,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
104563829,하이드림LCD HDL-T215H2-PCT(3),252000,5인치,FHD(1920 x 1080),,
104563616,하이드림LCD HDL-T215H2-PCT,292000,5인치,FHD(1920 x 1080),60Hz,
104563463,하이드림LCD HDL-T215H2-LED,292000,5인치,FHD(1920 x 1080),60Hz,
104557853,하이드림LCD HDL-T215H2-LED-IR,337000,5인치,FHD(1920 x 1080),60Hz,
104555408,하이드림LCD HDL-T121S-OF-LED,267000,1인치,800 x 600,60Hz,
104555384,하이드림LCD HDL-121S-OF,243000,1인치,800 x 600,60Hz,
104550665,제우스랩 Z10P (해외구매),277310,5인치,1920 x 1280,,IPS
104550659,제우스랩 Z10P,129000,5인치,1920 x 1280,,IPS
104548925,한성컴퓨터 TFG40Q14WP IPS 게이밍 리얼 144 울트라와이드 USB Type-C 무결점,529000,40인치,Ultra WQHD(3440 x 1440),144Hz,IPS
104326142,GIGABYTE GS24F14A FHD 게이밍 144,128000,24인치,FHD(1920 x 1080),144Hz,IPS
104324564,LG전자 울트라와이드 29U531AW,281360,29인치,WFHD(2560 x 1080),60Hz,IPS
104324462,EIZO EV4340X,2420000,5인치,4K UHD(3840 x 2160),60Hz,IPS
104324204,EIZO EV3450XC (해외구매),1496710,1인치,Ultra WQHD(3440 x 1440),60Hz,IPS
104324171,EIZO EV3450XC,1595000,1인치,Ultra WQHD(3440 x 1440),60Hz,IPS
104320772,EIZO FlexScan EV2410R (해외구매),586970,1인치,WUXGA(1920 x 1200),60Hz,
104320748,EIZO FlexScan EV2410R,550000,1인치,WUXGA(1920 x 1200),60Hz,
104320673,EIZO FlexScan EV2720S (해외구매),752640,27인치,QHD(2560 x 1440),60Hz,
104320655,EIZO FlexScan EV2720S,880000,27인치,QHD(2560 x 1440),60Hz,
104320595,EIZO FlexScan EV2485,718740,1인치,WUXGA(1920 x 1200),60Hz,IPS
104320286,프리플로우 Vuti27F24VQM QD Mini LED QHD 240 게이밍 무결점,309430,27인치,QHD(2560 x 1440),400Hz,Fast VA
104320217,프리플로우 Vuti27F24VQM QD Mini LED QHD 240 게이밍,290030,27인치,QHD(2560 x 1440),400Hz,Fast VA
104307404,알파스캔 2726UC 4K UHD USB-C 화이트 보더리스 IPS 시력보호 HDR 무결점,268330,27인치,4K UHD(3840 x 2160),60Hz,IPS
104223512,알파스캔 AOC Q27B3CF3 QHD 120 USB-C 보더리스 높낮이 HDR 무결점,348980,27인치,QHD(2560 x 1440),120Hz,AH-IPS
104223182,알파스캔 애니웨어 16Q52P 120 IPS BLACK USB-C 초경량 포터블 프리싱크,239000,16인치,WQXGA(2560 x 1600),120Hz,IPS Black
104044751,BenQ PD2706UA (해외구매),1072600,27인치,4K UHD(3840 x 2160),60Hz,IPS
104044745,BenQ PD2706UA 무결점,884990,27인치,4K UHD(3840 x 2160),60Hz,IPS
104043353,네모아이엔지 스퀠뷰 IM32T77 IPS 120 슬림 오피스 무결점,169000,32인치,FHD(1920 x 1080),120Hz,IPS
104043341,네모아이엔지 스퀠뷰 IM32T77 IPS 120 슬림 오피스,164000,32인치,FHD(1920 x 1080),120Hz,IPS
104042603,비트엠 Newsync 27LGQ IPS 리얼120 4면 슬림제로베젤 무결점,159000,27인치,QHD(2560 x 1440),120Hz,Nano-IPS Black
104042594,비트엠 Newsync 27LGQ IPS 리얼120 4면 슬림제로베젤,167390,27인치,QHD(2560 x 1440),120Hz,Nano-IPS Black
104042534,나라테크놀로지 아즈텍 AZ27Q180 IPS QHD 180 게이밍 화이트,208990,27인치,QHD(2560 x 1440),180Hz,IPS
104042267,나라테크놀로지 아즈텍 AZ27F100 IPS FHD 100 게이밍 화이트,128990,27인치,FHD(1920 x 1080),100Hz,IPS
103880270,제우스랩 Z14LITE (해외구매),143090,14인치,WUXGA(1920 x 1200),,IPS
103880264,제우스랩 Z14LITE PRO 터치 (해외구매),117730,14인치,WUXGA(1920 x 1200),,IPS
103880252,제우스랩 Z14LITE PRO 터치,177390,14인치,WUXGA(1920 x 1200),,IPS
103880228,제우스랩 Z14LITE,160000,14인치,WUXGA(1920 x 1200),,IPS
103879436,카멜 CPM1530IT 화이트,136840,6인치,FHD(1920 x 1080),60Hz,IPS
103879388,카멜 CPM1530IT 블랙,136830,6인치,FHD(1920 x 1080),60Hz,IPS
103879193,카멜 포터블 프리즘 CPM1540IQ,153620,6인치,WQXGA(2560 x 1600),60Hz,IPS
103877561,앱코 하이퍼뷰 27F120 IPS FHD 120 HDR 무결점,109000,27인치,FHD(1920 x 1080),120Hz,IPS
103877555,앱코 하이퍼뷰 27F120 IPS FHD 120 HDR,107000,27인치,FHD(1920 x 1080),120Hz,IPS
103811183,알파스캔 3824QW 울트라와이드 WQHD+ IPS USB-C 화이트 높낮이 HDR 무결점,491900,38인치,WQHD+(3840 x 1600),72Hz,IPS
103811177,알파스캔 3824QW 울트라와이드 WQHD+ IPS USB-C 화이트 높낮이 HDR,518990,38인치,WQHD+(3840 x 1600),72Hz,IPS
103811096,픽셀리스 X2700 HDMI FHD IPS 100 게이밍 모니터 무결점,105450,27인치,FHD(1920 x 1080),100Hz,IPS
103811078,픽셀리스 X2700 HDMI FHD IPS 100 게이밍 모니터 일반,101650,27인치,FHD(1920 x 1080),100Hz,IPS
103811066,픽셀리스 X2400 HDMI FHD IPS 100 게이밍 모니터 무결점,85500,24인치,FHD(1920 x 1080),100Hz,IPS
103811006,픽셀리스 X2400 HDMI FHD IPS 100 게이밍 모니터 일반,81700,24인치,FHD(1920 x 1080),100Hz,IPS
103810463,레노버 LEGION 27Q-10 OLED QHD 240 67E1GAC1KR,597000,27인치,QHD(2560 x 1440),240Hz,QD-OLED
103808657,비트엠 Newsync P27Q120 IPS 플렉스 HDR 무결점,138190,27인치,QHD(2560 x 1440),120Hz,IPS
103808630,비트엠 Newsync P27Q120 IPS 플렉스 HDR,138680,27인치,QHD(2560 x 1440),120Hz,IPS
103808390,크로스오버 32QD100WM IPS WQHD 멀티스탠드 WHITE 무결점,244000,32인치,QHD(2560 x 1440),100Hz,IPS
103808372,크로스오버 32QD100WM IPS WQHD 멀티스탠드 WHITE,233990,32인치,QHD(2560 x 1440),100Hz,IPS
103695215,EHOMEWEI X1 B,436230,16인치,WUXGA(1920 x 1200),60Hz,IPS
103695143,EHOMEWEI X1 PRO,545490,16인치,WQXGA(2560 x 1600),60Hz,
103694315,EHOMEWEI E16Q5,394720,16인치,WQXGA(2560 x 1600),60Hz,
103693958,자비오씨엔씨 엑사비오 X2700FHD180 무결점,135840,27인치,FHD(1920 x 1080),180Hz,VA
103693544,자비오씨엔씨 엑사비오 X2700FHD180,135980,27인치,FHD(1920 x 1080),180Hz,VA
103692575,픽셀아트 PIXELART PA3245WIPS 화이트 리얼 120 IPS 게이밍 무결점,164000,32인치,FHD(1920 x 1080),120Hz,IPS
103692563,픽셀아트 PIXELART PA3245WIPS 화이트 리얼 120 IPS 게이밍,161000,32인치,FHD(1920 x 1080),120Hz,IPS
103692527,픽셀아트 PIXELART PA3245FIPS 리얼 120 IPS 게이밍 무결점,159000,32인치,FHD(1920 x 1080),120Hz,IPS
103692512,픽셀아트 PIXELART PA3245FIPS 리얼 120 IPS 게이밍,156000,32인치,FHD(1920 x 1080),120Hz,IPS
103602329,자비오씨엔씨 엑사비오 X2700QHD180 무결점,174990,27인치,QHD(2560 x 1440),180Hz,IPS
103602323,자비오씨엔씨 엑사비오 X2700QHD180,174990,27인치,QHD(2560 x 1440),180Hz,IPS
103601843,삼성전자 에센셜 S3 S32GF LS24F322,143300,24인치,FHD(1920 x 1080),120Hz,IPS
103601618,GIGABYTE G27U UHD 160 듀얼모드 게이밍,439000,27인치,4K UHD(3840 x 2160),320Hz,SS IPS
103517210,제이씨현 배틀G 마하 420 BG25FS 무결점,269000,5인치,FHD(1920 x 1080),420Hz,Fast IPS
103482554,아이딕 HB325F180 FHD 180 무결점,204000,32인치,FHD(1920 x 1080),180Hz,VA
103482548,아이딕 HB325F180 FHD 180,199000,32인치,FHD(1920 x 1080),180Hz,VA
103482488,아이딕 HB270Q165 QHD 165 무결점,163000,27인치,QHD(2560 x 1440),165Hz,IPS
103482476,아이딕 HB270Q165 QHD 165,141820,27인치,QHD(2560 x 1440),165Hz,IPS
103482383,아이딕 HB325F FHD 75 무결점,145350,32인치,FHD(1920 x 1080),75Hz,IPS
103482371,아이딕 HB325F FHD 75,129960,32인치,FHD(1920 x 1080),75Hz,IPS
103482134,아이딕 HB275F FHD 100,101000,27인치,FHD(1920 x 1080),100Hz,IPS
103482074,아이딕 HB325Q165 QHD 165 무결점,221350,32인치,QHD(2560 x 1440),165Hz,IPS
103482071,아이딕 HB325Q165 QHD 165,198540,32인치,QHD(2560 x 1440),165Hz,IPS
103482026,아이딕 HB240F100 FHD 100 무결점,87400,24인치,FHD(1920 x 1080),100Hz,IPS
103482020,아이딕 HB240F100 FHD 100,80910,24인치,FHD(1920 x 1080),100Hz,IPS
103481648,아이딕 HB270Q120 QHD 120,133000,27인치,QHD(2560 x 1440),120Hz,IPS
103481582,아이딕 HB275F165 FHD 165 무결점,122550,27인치,FHD(1920 x 1080),160Hz,VA
103481573,아이딕 HB275F165 FHD 165,117800,27인치,FHD(1920 x 1080),160Hz,VA
103481459,아이딕 HB340WQ WQHD 100 무결점,221350,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
103481447,아이딕 HB340WQ WQHD 100,210140,34인치,Ultra WQHD(3440 x 1440),100Hz,VA
103481246,아이딕 HB325U UHD 60 무결점,230850,32인치,4K UHD(3840 x 2160),60Hz,IPS
103481177,아이딕 HB325U UHD 60,218880,32인치,4K UHD(3840 x 2160),60Hz,IPS
103481126,아이딕 HB325Q75 QHD 75 무결점,183350,32인치,QHD(2560 x 1440),75Hz,IPS
103481123,아이딕 HB325Q75 QHD 75,173200,32인치,QHD(2560 x 1440),75Hz,IPS
103480508,알파스캔 AOC Q27G4Z 게이밍 260 QHD FAST IPS 프리싱크 AI HDR 400 멀티스탠드 무결점,299000,27인치,QHD(2560 x 1440),260Hz,Fast IPS
103480370,알파스캔 AOC Q27G4SL 게이밍 320 QHD FAST IPS 원형편광 AI HDR 400 멀티스탠드 무결점,388990,27인치,QHD(2560 x 1440),320Hz,Fast IPS
103451891,한성컴퓨터 TFG27Q24FM180ZMW QHD QD Mini LED 240 듀얼모드 게이밍 화이트 무결점,314000,27인치,QHD(2560 x 1440),400Hz,Fast VA
103451792,한성컴퓨터 TFG27Q24FM180ZMW QHD QD Mini LED 240 듀얼모드 게이밍 화이트,294000,27인치,QHD(2560 x 1440),400Hz,Fast VA
103451588,크로스오버 27QNA955 나노IPS 210 WQHD 화이트 Ai게이밍 멀티스탠드 무결점,277200,27인치,QHD(2560 x 1440),210Hz,Nano-IPS
103451561,크로스오버 27QNA955 나노IPS 210 WQHD 화이트 Ai게이밍 멀티스탠드,267300,27인치,QHD(2560 x 1440),210Hz,Nano-IPS
103415420,큐닉스그룹 QX27D REAL 100 IPS PRO 무결점,124890,27인치,FHD(1920 x 1080),100Hz,IPS
103415411,큐닉스그룹 QX27D REAL 100 IPS PRO,114890,27인치,FHD(1920 x 1080),100Hz,IPS
103414694,래안텍 Arkcell FFB2740CE Fast-iPS 280 Speed Up 게이밍 화이트 무결점,169000,27인치,FHD(1920 x 1080),280Hz,Fast IPS
103414682,래안텍 Arkcell FFB2740CE Fast-iPS 280 Speed Up 게이밍 화이트,158990,27인치,FHD(1920 x 1080),280Hz,Fast IPS
103414418,ASUS ROG STRIX XG27ACMES-W,296690,27인치,QHD(2560 x 1440),255Hz,Fast IPS
103414256,HP Series 3 Pro 327pf,189000,27인치,FHD(1920 x 1080),100Hz,IPS
103402223,HP Series 3 Pro 322ph,189000,5인치,FHD(1920 x 1080),100Hz,IPS
